Customer_ID,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,SeniorCitizen,Churn
C46554,20,1971,39420,Month-to-month,UPI,Yes,0,No
C46555,2,1193,2386,Two year,Cash,Yes,0,Yes
C46556,8,4758,38064,Two year,Cash,Yes,0,Yes
C46557,17,2027,34459,Month-to-month,Credit Card,No,1,No
C46558,4,3834,15336,Month-to-month,UPI,No,0,No
C46559,24,4247,101928,Month-to-month,UPI,No,0,Yes
C46560,24,3489,83736,One year,Net Banking,No,0,No
C46561,3,4125,12375,Month-to-month,Cash,Yes,0,No
C46562,9,4186,37674,Month-to-month,UPI,Yes,0,No
C46563,60,4759,285540,Month-to-month,Net Banking,No,0,No
C46564,34,4127,140318,Month-to-month,Net Banking,Yes,0,Yes
C46565,8,2654,21232,One year,Net Banking,Yes,0,No
C46566,19,4781,90839,Month-to-month,Cash,Yes,0,No
C46567,34,4174,141916,One year,Cash,Yes,0,No
C46568,58,4320,250560,One year,Credit Card,No,0,Yes
C46569,47,2062,96914,Month-to-month,Credit Card,No,0,No
C46570,58,1663,96454,One year,UPI,No,0,No
C46571,35,2358,82530,Two year,Cash,Yes,0,No
C46572,17,602,10234,One year,UPI,No,1,Yes
C46573,55,3142,172810,Month-to-month,Net Banking,Yes,1,No
C46574,32,678,21696,Month-to-month,Credit Card,Yes,0,No
C46575,33,700,23100,Month-to-month,Cash,Yes,0,No
C46576,6,308,1848,Two year,Cash,Yes,0,No
C46577,28,4224,118272,Month-to-month,Credit Card,Yes,1,No
C46578,16,2477,39632,One year,Net Banking,Yes,0,No
C46579,37,1832,67784,Two year,Cash,Yes,0,No
C46580,2,2751,5502,Month-to-month,Cash,Yes,1,No
C46581,56,3662,205072,Two year,UPI,No,1,Yes
C46582,9,1611,14499,Two year,Cash,Yes,0,Yes
C46583,47,1174,55178,Month-to-month,UPI,Yes,0,No
C46584,5,4027,20135,One year,Cash,Yes,0,No
C46585,30,4728,141840,Month-to-month,Cash,No,0,No
C46586,14,3665,51310,One year,Credit Card,Yes,0,No
C46587,1,3276,3276,One year,Net Banking,Yes,0,Yes
C46588,50,649,32450,One year,UPI,Yes,0,No
C46589,9,2120,19080,Month-to-month,Net Banking,No,0,No
C46590,53,2843,150679,One year,Credit Card,No,1,Yes
C46591,30,4585,137550,One year,UPI,Yes,0,No
C46592,51,548,27948,One year,UPI,Yes,1,Yes
C46593,39,1918,74802,Month-to-month,Net Banking,No,0,No
C46594,35,2608,91280,One year,Credit Card,Yes,0,No
C46595,7,3971,27797,Two year,Credit Card,No,0,Yes
C46596,1,4924,4924,One year,Credit Card,No,0,No
C46597,16,644,10304,One year,Cash,No,0,Yes
C46598,3,3651,10953,Month-to-month,Credit Card,No,0,No
C46599,16,3041,48656,One year,UPI,Yes,0,No
C46600,31,3568,110608,Two year,Net Banking,No,0,Yes
C46601,17,4510,76670,Month-to-month,Credit Card,No,0,No
C46602,1,2826,2826,Two year,Net Banking,No,1,Yes
C46603,26,4770,124020,Two year,Net Banking,Yes,1,Yes
C46604,7,3009,21063,Month-to-month,Net Banking,Yes,0,No
C46605,49,2483,121667,Two year,Credit Card,Yes,0,No
C46606,5,882,4410,Month-to-month,Net Banking,Yes,0,No
C46607,16,4622,73952,One year,Credit Card,No,1,No
C46608,30,1200,36000,Month-to-month,UPI,No,1,Yes
C46609,17,1421,24157,Two year,Cash,No,0,No
C46610,53,564,29892,Month-to-month,UPI,Yes,0,No
C46611,10,3531,35310,Two year,Net Banking,No,0,No
C46612,53,4284,227052,One year,Credit Card,Yes,0,Yes
C46613,24,1813,43512,Month-to-month,UPI,No,0,No
C46614,46,3188,146648,Two year,Net Banking,No,1,No
C46615,5,2921,14605,One year,UPI,Yes,0,No
C46616,28,3055,85540,Month-to-month,Cash,No,0,Yes
C46617,27,3487,94149,One year,UPI,No,0,No
C46618,33,766,25278,Two year,UPI,Yes,0,No
C46619,13,4515,58695,One year,UPI,Yes,0,No
C46620,36,1962,70632,One year,Cash,Yes,0,Yes
C46621,15,3193,47895,One year,Cash,No,0,Yes
C46622,48,4022,193056,One year,Cash,No,0,No
C46623,3,1124,3372,Two year,Net Banking,Yes,0,Yes
C46624,57,680,38760,One year,UPI,No,0,No
C46625,1,3720,3720,Month-to-month,UPI,Yes,0,No
C46626,38,2473,93974,One year,UPI,No,0,Yes
C46627,59,563,33217,One year,Net Banking,No,0,Yes
C46628,13,334,4342,Month-to-month,Credit Card,No,0,Yes
C46629,52,2040,106080,One year,Net Banking,No,0,No
C46630,27,4667,126009,Month-to-month,Cash,Yes,0,Yes
C46631,19,3189,60591,One year,Net Banking,Yes,0,No
C46632,4,4884,19536,Month-to-month,Net Banking,Yes,0,No
C46633,29,2361,68469,One year,UPI,No,0,Yes
C46634,57,2091,119187,Two year,Credit Card,No,0,Yes
C46635,57,860,49020,Two year,Cash,Yes,0,Yes
C46636,44,368,16192,One year,Cash,Yes,0,No
C46637,21,1080,22680,Two year,UPI,Yes,0,No
C46638,49,1057,51793,Two year,Cash,No,0,No
C46639,54,4150,224100,One year,Cash,No,0,No
C46640,53,1044,55332,Two year,UPI,Yes,0,Yes
C46641,22,4916,108152,One year,Net Banking,Yes,0,No
C46642,23,1475,33925,One year,Credit Card,Yes,0,No
C46643,14,1729,24206,One year,Cash,Yes,1,No
C46644,27,1877,50679,Month-to-month,UPI,Yes,1,Yes
C46645,29,4543,131747,One year,Cash,Yes,0,No
C46646,27,3994,107838,One year,Credit Card,Yes,0,No
C46647,17,2256,38352,One year,UPI,No,0,Yes
C46648,18,1582,28476,Month-to-month,Net Banking,No,1,Yes
C46649,3,1315,3945,Month-to-month,Credit Card,Yes,0,No
C46650,57,3438,195966,One year,Credit Card,No,0,No
C46651,6,4286,25716,Month-to-month,Net Banking,No,0,No
C46652,30,3824,114720,Month-to-month,Cash,Yes,1,No
C46653,5,3990,19950,Two year,Cash,No,0,No
C46654,40,3823,152920,Two year,Cash,Yes,0,No
C46655,8,2315,18520,Month-to-month,Cash,No,0,No
C46656,49,1822,89278,Two year,UPI,No,1,No
C46657,51,630,32130,Month-to-month,Cash,Yes,0,No
C46658,31,4830,149730,One year,Net Banking,Yes,0,No
C46659,38,760,28880,Two year,Credit Card,No,0,No
C46660,26,3849,100074,One year,UPI,Yes,0,No
C46661,1,3224,3224,Month-to-month,Cash,Yes,1,No
C46662,27,2497,67419,Month-to-month,Net Banking,No,0,No
C46663,49,1242,60858,One year,Net Banking,Yes,0,No
C46664,6,3803,22818,One year,Net Banking,No,0,No
C46665,55,1712,94160,One year,UPI,No,0,Yes
C46666,48,1537,73776,Month-to-month,Cash,No,0,Yes
C46667,52,582,30264,One year,Cash,Yes,0,No
C46668,57,2621,149397,Month-to-month,Cash,Yes,1,Yes
C46669,53,4229,224137,Month-to-month,Net Banking,No,0,No
C46670,8,4079,32632,Month-to-month,UPI,Yes,1,No
C46671,16,4468,71488,Two year,Cash,Yes,1,No
C46672,35,903,31605,Two year,Cash,No,0,Yes
C46673,32,746,23872,Two year,UPI,No,0,No
C46674,20,451,9020,Month-to-month,Net Banking,Yes,0,No
C46675,4,3835,15340,Month-to-month,UPI,Yes,0,No
C46676,51,2295,117045,One year,UPI,Yes,0,Yes
C46677,53,4977,263781,Two year,Net Banking,Yes,0,No
C46678,34,3025,102850,Month-to-month,Credit Card,Yes,0,Yes
C46679,37,779,28823,Month-to-month,Credit Card,Yes,0,No
C46680,44,4249,186956,One year,Cash,Yes,0,No
C46681,35,3145,110075,Month-to-month,Credit Card,No,0,No
C46682,51,4949,252399,Month-to-month,Net Banking,No,0,Yes
C46683,56,3585,200760,One year,Net Banking,No,0,Yes
C46684,23,3515,80845,One year,Cash,No,0,No
C46685,4,3777,15108,Two year,Cash,Yes,1,No
C46686,21,4167,87507,One year,UPI,Yes,0,No
C46687,54,2160,116640,One year,Credit Card,Yes,0,No
C46688,40,2066,82640,Two year,Net Banking,No,0,No
C46689,20,1914,38280,Two year,UPI,Yes,1,No
C46690,19,3546,67374,Month-to-month,Cash,No,0,No
C46691,11,3637,40007,Two year,Cash,No,1,No
C46692,40,3073,122920,Two year,UPI,Yes,0,No
C46693,26,2121,55146,One year,Net Banking,No,0,No
C46694,39,1089,42471,Two year,Cash,Yes,1,No
C46695,57,1827,104139,Two year,UPI,No,0,Yes
C46696,60,1493,89580,Month-to-month,Credit Card,Yes,0,No
C46697,24,2007,48168,Month-to-month,Net Banking,Yes,0,Yes
C46698,24,2842,68208,One year,UPI,Yes,0,Yes
C46699,51,2966,151266,Two year,Credit Card,Yes,0,Yes
C46700,40,4897,195880,Two year,Cash,No,0,No
C46701,40,4792,191680,Two year,Cash,Yes,0,No
C46702,32,540,17280,One year,Cash,Yes,0,No
C46703,55,1947,107085,Two year,Credit Card,No,0,Yes
C46704,21,907,19047,One year,Net Banking,No,0,No
C46705,22,418,9196,Month-to-month,Cash,No,1,No
C46706,45,1534,69030,Two year,Cash,Yes,0,No
C46707,56,4839,270984,Month-to-month,UPI,Yes,0,No
C46708,42,3727,156534,Two year,UPI,No,0,No
C46709,9,1531,13779,One year,UPI,No,1,No
C46710,18,2231,40158,Month-to-month,Cash,Yes,0,No
C46711,27,4869,131463,Two year,Credit Card,No,0,Yes
C46712,56,2068,115808,Two year,UPI,No,0,No
C46713,41,4298,176218,Two year,Credit Card,Yes,0,No
C46714,32,2789,89248,One year,Net Banking,No,0,No
C46715,51,3753,191403,One year,Credit Card,No,0,No
C46716,30,450,13500,Month-to-month,Credit Card,No,0,No
C46717,33,2491,82203,One year,UPI,Yes,1,No
C46718,45,4915,221175,One year,Credit Card,No,1,No
C46719,3,4974,14922,Month-to-month,Cash,Yes,1,Yes
C46720,52,4014,208728,One year,Cash,No,1,No
C46721,38,1631,61978,Month-to-month,Cash,Yes,0,No
C46722,33,2613,86229,Month-to-month,UPI,Yes,0,No
C46723,38,2736,103968,Two year,Cash,Yes,0,No
C46724,21,4100,86100,One year,Net Banking,No,0,No
C46725,48,1127,54096,Two year,Credit Card,No,0,No
C46726,50,2889,144450,Month-to-month,Credit Card,Yes,1,No
C46727,23,4318,99314,One year,Net Banking,Yes,0,Yes
C46728,14,516,7224,Month-to-month,Credit Card,No,0,No
C46729,4,2173,8692,Month-to-month,UPI,Yes,0,No
C46730,18,3961,71298,Month-to-month,Net Banking,Yes,0,No
C46731,48,2681,128688,One year,Cash,Yes,1,Yes
C46732,10,4591,45910,Two year,UPI,Yes,0,Yes
C46733,50,3637,181850,Two year,Credit Card,No,0,Yes
C46734,36,3636,130896,Two year,UPI,Yes,0,No
C46735,36,3631,130716,One year,Cash,No,0,No
C46736,30,791,23730,One year,Cash,Yes,0,No
C46737,58,2412,139896,Month-to-month,Credit Card,Yes,0,No
C46738,12,4370,52440,One year,Credit Card,Yes,0,Yes
C46739,6,2213,13278,One year,Cash,Yes,0,No
C46740,23,2262,52026,Month-to-month,Net Banking,No,0,Yes
C46741,39,1157,45123,Two year,Net Banking,No,1,No
C46742,39,3789,147771,Two year,Cash,Yes,0,Yes
C46743,59,3445,203255,One year,Cash,No,0,No
C46744,26,4899,127374,Month-to-month,Cash,No,0,No
C46745,35,1733,60655,Month-to-month,Cash,No,0,No
C46746,44,1287,56628,One year,UPI,Yes,0,Yes
C46747,59,4854,286386,One year,Credit Card,Yes,0,No
C46748,51,1903,97053,One year,UPI,Yes,0,No
C46749,27,3069,82863,Month-to-month,UPI,No,1,No
C46750,18,602,10836,Month-to-month,Credit Card,No,0,No
C46751,21,1094,22974,Month-to-month,UPI,No,0,No
C46752,18,4253,76554,One year,Credit Card,Yes,0,Yes
C46753,47,3817,179399,One year,Credit Card,Yes,0,No
C46754,24,4089,98136,Two year,Credit Card,No,0,Yes
C46755,33,3448,113784,Two year,UPI,No,1,Yes
C46756,45,3250,146250,One year,Net Banking,No,0,Yes
C46757,31,3225,99975,One year,Net Banking,No,0,No
C46758,29,4238,122902,Two year,Net Banking,No,0,No
C46759,56,3020,169120,One year,Net Banking,Yes,0,No
C46760,20,1341,26820,One year,Net Banking,Yes,0,No
C46761,38,3149,119662,Month-to-month,Net Banking,Yes,1,No
C46762,30,1177,35310,Month-to-month,Net Banking,Yes,0,No
C46763,42,4783,200886,Month-to-month,UPI,No,0,No
C46764,14,2853,39942,One year,UPI,Yes,0,Yes
C46765,45,3670,165150,One year,Credit Card,Yes,0,No
C46766,8,1392,11136,Two year,Net Banking,Yes,1,No
C46767,10,4371,43710,Two year,Cash,No,0,No
C46768,20,1425,28500,Month-to-month,UPI,Yes,1,No
C46769,26,2390,62140,Month-to-month,UPI,Yes,0,No
C46770,7,3727,26089,One year,Net Banking,No,0,No
C46771,59,621,36639,Month-to-month,Credit Card,Yes,0,No
C46772,22,1376,30272,Month-to-month,UPI,No,1,No
C46773,11,839,9229,Two year,Credit Card,No,0,No
C46774,22,344,7568,One year,Net Banking,No,0,No
C46775,54,2363,127602,Two year,Credit Card,No,0,No
C46776,55,4360,239800,Two year,Cash,Yes,0,Yes
C46777,3,2482,7446,Month-to-month,Net Banking,Yes,0,No
C46778,58,4862,281996,Month-to-month,Credit Card,No,1,No
C46779,8,594,4752,Month-to-month,Net Banking,No,0,No
C46780,11,546,6006,One year,Credit Card,Yes,0,No
C46781,41,1010,41410,One year,Net Banking,Yes,0,Yes
C46782,28,1988,55664,One year,Credit Card,Yes,0,No
C46783,43,453,19479,One year,Net Banking,No,0,No
C46784,20,3618,72360,Two year,Net Banking,No,0,No
C46785,15,603,9045,Two year,UPI,No,0,No
C46786,17,304,5168,One year,Cash,Yes,1,No
C46787,29,1106,32074,Month-to-month,Cash,Yes,0,No
C46788,17,1105,18785,One year,Credit Card,Yes,0,No
C46789,9,888,7992,One year,Net Banking,Yes,1,No
C46790,57,2603,148371,One year,UPI,Yes,0,No
C46791,27,1134,30618,One year,UPI,No,1,Yes
C46792,39,1574,61386,Month-to-month,Cash,Yes,0,No
C46793,12,1540,18480,Two year,Net Banking,Yes,0,Yes
C46794,53,2618,138754,Two year,Credit Card,No,0,No
C46795,16,1303,20848,One year,Net Banking,Yes,0,No
C46796,23,2491,57293,Month-to-month,Cash,Yes,0,No
C46797,10,1106,11060,Two year,Cash,Yes,0,No
C46798,18,571,10278,Two year,Net Banking,No,0,No
C46799,6,2571,15426,Month-to-month,UPI,Yes,0,No
C46800,45,2684,120780,Month-to-month,Cash,No,0,No
C46801,15,3609,54135,Two year,UPI,No,0,No
C46802,18,2538,45684,Month-to-month,Cash,Yes,0,No
C46803,16,1728,27648,One year,UPI,Yes,0,No
C46804,22,3287,72314,Two year,Net Banking,Yes,0,Yes
C46805,4,1009,4036,Month-to-month,Credit Card,No,0,No
C46806,56,1883,105448,One year,Cash,Yes,0,No
C46807,35,1837,64295,Month-to-month,Net Banking,No,0,No
C46808,52,2720,141440,Two year,Net Banking,Yes,1,No
C46809,14,683,9562,One year,Net Banking,No,0,No
C46810,11,1941,21351,Month-to-month,Cash,Yes,1,No
C46811,34,4160,141440,One year,Net Banking,No,0,No
C46812,24,1496,35904,Month-to-month,Cash,Yes,0,No
C46813,58,3451,200158,Two year,Credit Card,Yes,0,Yes
C46814,27,3959,106893,Month-to-month,Cash,Yes,0,No
C46815,12,3499,41988,Month-to-month,Net Banking,Yes,0,No
C46816,39,1229,47931,One year,Cash,No,1,No
C46817,41,4585,187985,One year,Cash,No,0,No
C46818,4,1988,7952,One year,Cash,Yes,0,Yes
C46819,34,420,14280,Two year,Credit Card,Yes,0,No
C46820,23,4978,114494,Month-to-month,Credit Card,No,0,No
C46821,53,3581,189793,Month-to-month,Cash,No,0,No
C46822,5,4644,23220,Month-to-month,Net Banking,No,0,No
C46823,57,3443,196251,Two year,UPI,No,0,Yes
C46824,39,527,20553,Month-to-month,Net Banking,Yes,0,No
C46825,13,1692,21996,Month-to-month,Cash,Yes,1,No
C46826,48,1079,51792,Month-to-month,Net Banking,No,0,No
C46827,58,2163,125454,One year,UPI,No,0,No
C46828,35,4605,161175,Month-to-month,Cash,Yes,0,No
C46829,24,3765,90360,Month-to-month,UPI,No,0,No
C46830,30,3457,103710,Month-to-month,Cash,Yes,0,No
C46831,47,2330,109510,One year,Credit Card,Yes,1,No
C46832,20,3663,73260,Two year,UPI,No,0,Yes
C46833,29,3655,105995,Two year,Net Banking,Yes,0,No
C46834,35,1621,56735,One year,Net Banking,Yes,0,No
C46835,43,1376,59168,Month-to-month,Credit Card,Yes,0,No
C46836,30,2851,85530,Month-to-month,UPI,Yes,0,Yes
C46837,45,1279,57555,One year,Credit Card,No,0,Yes
C46838,39,692,26988,One year,Cash,Yes,0,Yes
C46839,45,4371,196695,Two year,Cash,No,0,No
C46840,15,1825,27375,Two year,Credit Card,Yes,0,Yes
C46841,28,2144,60032,Month-to-month,UPI,No,0,No
C46842,26,3110,80860,One year,UPI,Yes,0,No
C46843,19,1690,32110,Month-to-month,Cash,No,0,No
C46844,33,462,15246,One year,Cash,Yes,0,No
C46845,27,3142,84834,One year,UPI,Yes,0,No
C46846,48,481,23088,One year,Net Banking,No,0,No
C46847,41,2148,88068,Month-to-month,Credit Card,No,1,Yes
C46848,60,4160,249600,Two year,UPI,Yes,0,No
C46849,45,561,25245,One year,Net Banking,No,1,Yes
C46850,25,3655,91375,One year,Net Banking,No,0,No
C46851,42,1140,47880,Two year,Credit Card,Yes,0,No
C46852,40,4118,164720,Two year,Cash,Yes,0,No
C46853,43,3896,167528,Two year,Net Banking,No,0,No
C46854,18,1946,35028,Two year,Credit Card,Yes,1,No
C46855,54,3545,191430,Month-to-month,UPI,Yes,1,No
C46856,40,1096,43840,Two year,Credit Card,No,0,No
C46857,5,4231,21155,One year,Cash,No,0,No
C46858,9,761,6849,Two year,Cash,No,1,No
C46859,47,3603,169341,One year,Credit Card,No,0,Yes
C46860,16,3414,54624,Two year,Cash,No,0,Yes
C46861,47,2819,132493,Two year,Credit Card,Yes,1,No
C46862,29,1020,29580,Two year,UPI,No,0,No
C46863,21,2564,53844,Two year,UPI,Yes,0,No
C46864,19,1618,30742,Two year,UPI,Yes,0,No
C46865,9,1973,17757,Two year,Credit Card,Yes,1,Yes
C46866,12,884,10608,One year,Cash,No,0,No
C46867,50,318,15900,Month-to-month,Net Banking,Yes,0,No
C46868,45,3951,177795,One year,UPI,No,0,No
C46869,29,2276,66004,Month-to-month,Net Banking,No,0,No
C46870,34,3296,112064,Two year,Credit Card,Yes,1,Yes
C46871,14,2343,32802,Month-to-month,Cash,No,0,No
C46872,55,2619,144045,Month-to-month,Net Banking,No,0,No
C46873,18,4043,72774,Month-to-month,Cash,Yes,0,Yes
C46874,1,4586,4586,One year,Net Banking,No,0,Yes
C46875,21,825,17325,Month-to-month,Cash,Yes,1,Yes
C46876,12,1863,22356,Two year,Net Banking,Yes,0,No
C46877,54,2919,157626,Two year,Cash,No,1,No
C46878,33,4670,154110,Two year,UPI,Yes,0,Yes
C46879,12,1741,20892,One year,UPI,No,0,No
C46880,26,2217,57642,Two year,Net Banking,No,0,No
C46881,59,4659,274881,One year,Net Banking,Yes,0,Yes
C46882,60,1618,97080,Month-to-month,UPI,Yes,0,No
C46883,23,1495,34385,Month-to-month,UPI,Yes,0,No
C46884,35,2971,103985,Month-to-month,Cash,Yes,0,No
C46885,57,1183,67431,One year,UPI,No,0,No
C46886,6,4054,24324,Two year,Cash,No,1,No
C46887,19,4877,92663,Month-to-month,Cash,No,0,No
C46888,27,2644,71388,One year,Cash,No,0,No
C46889,12,2130,25560,Month-to-month,Net Banking,Yes,0,No
C46890,11,4996,54956,Month-to-month,Credit Card,No,0,No
C46891,45,799,35955,One year,UPI,No,0,Yes
C46892,13,3422,44486,Month-to-month,UPI,Yes,0,No
C46893,58,2656,154048,One year,Net Banking,Yes,0,No
C46894,19,3284,62396,One year,Cash,No,1,Yes
C46895,37,1711,63307,One year,UPI,No,0,No
C46896,47,3128,147016,One year,UPI,Yes,1,No
C46897,47,1873,88031,Two year,Net Banking,Yes,1,No
C46898,34,3795,129030,One year,UPI,No,0,Yes
C46899,20,3594,71880,One year,Cash,No,0,No
C46900,39,1534,59826,Month-to-month,Credit Card,No,0,No
C46901,44,2289,100716,One year,Net Banking,No,0,No
C46902,22,1925,42350,Two year,Net Banking,No,0,No
C46903,12,1629,19548,Two year,Cash,No,1,No
C46904,43,4852,208636,One year,Credit Card,No,1,No
C46905,51,1910,97410,Month-to-month,Cash,Yes,0,No
C46906,47,4704,221088,Two year,Cash,Yes,0,No
C46907,5,1999,9995,Two year,Cash,Yes,0,No
C46908,26,3282,85332,Month-to-month,UPI,No,1,No
C46909,46,3039,139794,One year,Cash,Yes,0,No
C46910,10,2571,25710,One year,Cash,No,0,No
C46911,33,2409,79497,Two year,Credit Card,No,0,No
C46912,55,2871,157905,Month-to-month,Net Banking,No,0,Yes
C46913,53,4347,230391,Month-to-month,Cash,Yes,0,No
C46914,33,406,13398,Two year,Credit Card,Yes,1,Yes
C46915,48,3091,148368,Two year,Cash,Yes,0,Yes
C46916,21,4317,90657,Month-to-month,Cash,No,0,No
C46917,33,1856,61248,One year,Credit Card,No,0,No
C46918,31,4941,153171,Month-to-month,Net Banking,Yes,0,Yes
C46919,22,1840,40480,Month-to-month,UPI,No,0,No
C46920,43,1127,48461,One year,Net Banking,Yes,0,Yes
C46921,35,4371,152985,One year,Net Banking,No,1,No
C46922,46,1721,79166,One year,UPI,Yes,0,No
C46923,42,3883,163086,One year,Net Banking,Yes,0,No
C46924,6,2970,17820,Month-to-month,Net Banking,Yes,0,Yes
C46925,27,3862,104274,Month-to-month,Credit Card,No,0,No
C46926,54,1718,92772,Month-to-month,Cash,Yes,0,No
C46927,57,3598,205086,Two year,Net Banking,Yes,0,No
C46928,49,430,21070,One year,Net Banking,No,0,No
C46929,1,1295,1295,Month-to-month,Net Banking,Yes,0,No
C46930,51,2079,106029,Two year,UPI,Yes,0,No
C46931,9,1313,11817,Month-to-month,Net Banking,Yes,0,No
C46932,40,3379,135160,One year,Cash,Yes,0,No
C46933,48,2851,136848,Month-to-month,Net Banking,Yes,0,No
C46934,35,4797,167895,Two year,Cash,Yes,0,Yes
C46935,21,1836,38556,Two year,Credit Card,Yes,0,Yes
C46936,5,4029,20145,Two year,Net Banking,No,1,No
C46937,10,2983,29830,Month-to-month,UPI,No,0,No
C46938,42,1145,48090,Two year,UPI,Yes,1,No
C46939,8,1187,9496,Month-to-month,Credit Card,Yes,0,No
C46940,22,1782,39204,Two year,Credit Card,Yes,0,No
C46941,53,1955,103615,Month-to-month,UPI,No,0,No
C46942,47,2370,111390,Two year,UPI,Yes,0,No
C46943,15,2381,35715,Two year,UPI,No,0,Yes
C46944,50,4086,204300,Two year,Credit Card,Yes,1,No
C46945,32,3246,103872,Month-to-month,Cash,Yes,0,No
C46946,39,1542,60138,Two year,Cash,Yes,0,No
C46947,20,3125,62500,Month-to-month,Net Banking,No,0,No
C46948,39,3165,123435,One year,Cash,No,0,No
C46949,14,2405,33670,Two year,UPI,No,0,Yes
C46950,54,2058,111132,Month-to-month,Cash,No,0,No
C46951,39,4685,182715,Two year,Net Banking,Yes,1,No
C46952,54,1735,93690,Two year,Credit Card,Yes,0,No
C46953,52,3607,187564,Month-to-month,Net Banking,No,0,No
C46954,10,1701,17010,One year,UPI,Yes,0,No
C46955,55,4922,270710,Month-to-month,Cash,Yes,0,Yes
C46956,15,748,11220,Month-to-month,Cash,Yes,0,Yes
C46957,15,2050,30750,Month-to-month,Cash,Yes,0,No
C46958,24,1734,41616,One year,Net Banking,No,0,No
C46959,19,3239,61541,Month-to-month,Cash,Yes,0,No
C46960,56,1791,100296,One year,Net Banking,No,1,No
C46961,53,2771,146863,Month-to-month,Credit Card,No,1,No
C46962,51,1895,96645,One year,Cash,No,1,No
C46963,27,4465,120555,Month-to-month,UPI,No,0,No
C46964,12,769,9228,Month-to-month,UPI,Yes,0,No
C46965,8,2931,23448,Month-to-month,Cash,No,0,No
C46966,14,2802,39228,Two year,UPI,No,1,No
C46967,40,4441,177640,Two year,UPI,No,1,No
C46968,12,4273,51276,One year,Cash,Yes,0,No
C46969,35,4916,172060,Month-to-month,Cash,No,0,No
C46970,49,3321,162729,Month-to-month,UPI,No,1,Yes
C46971,59,3381,199479,One year,Net Banking,No,0,Yes
C46972,20,4651,93020,One year,Net Banking,Yes,0,Yes
C46973,59,2079,122661,Two year,Net Banking,No,0,No
C46974,47,1309,61523,Two year,Credit Card,Yes,0,Yes
C46975,3,3301,9903,One year,Net Banking,Yes,0,No
C46976,5,4093,20465,Month-to-month,Cash,No,1,No
C46977,50,1257,62850,Month-to-month,Credit Card,Yes,0,No
C46978,56,545,30520,Two year,Cash,Yes,0,No
C46979,8,876,7008,One year,Credit Card,No,0,No
C46980,12,4952,59424,One year,Cash,Yes,0,No
C46981,56,851,47656,Two year,Net Banking,Yes,0,No
C46982,11,1855,20405,Month-to-month,Net Banking,No,0,No
C46983,35,3924,137340,Month-to-month,UPI,No,0,Yes
C46984,28,2449,68572,Month-to-month,UPI,No,0,No
C46985,15,2434,36510,One year,Credit Card,No,0,No
C46986,52,873,45396,Two year,Cash,No,1,Yes
C46987,10,3872,38720,Month-to-month,Cash,No,0,No
C46988,34,1204,40936,Two year,Net Banking,No,0,No
C46989,46,1748,80408,One year,Net Banking,Yes,0,No
C46990,26,1996,51896,Two year,Net Banking,Yes,1,Yes
C46991,53,3354,177762,Month-to-month,UPI,No,0,No
C46992,26,2871,74646,Two year,Net Banking,No,0,No
C46993,41,1382,56662,One year,Net Banking,Yes,0,No
C46994,20,4774,95480,Month-to-month,Credit Card,Yes,0,No
C46995,42,4092,171864,Two year,Net Banking,No,0,No
C46996,21,1445,30345,One year,UPI,No,0,No
C46997,45,1753,78885,One year,Credit Card,Yes,1,No
C46998,40,4192,167680,Month-to-month,UPI,Yes,0,No
C46999,39,1434,55926,Month-to-month,Cash,Yes,0,No
C47000,31,1744,54064,Two year,Credit Card,No,0,No
C47001,4,1186,4744,Two year,UPI,No,1,No
C47002,56,4790,268240,One year,Cash,Yes,1,No
C47003,56,2159,120904,Two year,Credit Card,No,0,No
C47004,24,3927,94248,Month-to-month,Cash,Yes,1,No
C47005,4,1383,5532,Month-to-month,Cash,No,0,No
C47006,6,1406,8436,Two year,Credit Card,Yes,1,No
C47007,49,2833,138817,Month-to-month,UPI,Yes,0,Yes
C47008,21,2102,44142,One year,UPI,No,1,No
C47009,35,4081,142835,One year,UPI,No,0,Yes
C47010,23,3213,73899,Month-to-month,Cash,No,0,No
C47011,49,4296,210504,Two year,Cash,No,0,No
C47012,26,3435,89310,One year,UPI,Yes,1,No
C47013,2,2130,4260,One year,UPI,No,0,No
C47014,46,3813,175398,Month-to-month,Net Banking,No,0,Yes
C47015,55,4687,257785,Month-to-month,UPI,No,0,No
C47016,25,531,13275,One year,Net Banking,Yes,1,No
C47017,48,3828,183744,One year,Cash,Yes,0,No
C47018,23,428,9844,Month-to-month,UPI,Yes,0,No
C47019,8,1869,14952,Month-to-month,Credit Card,Yes,0,No
C47020,35,3022,105770,Month-to-month,Net Banking,Yes,0,No
C47021,2,4358,8716,Month-to-month,UPI,No,0,No
C47022,47,3585,168495,One year,Net Banking,Yes,1,Yes
C47023,57,906,51642,Two year,Credit Card,Yes,1,No
C47024,46,4068,187128,Two year,Net Banking,Yes,0,Yes
C47025,39,2875,112125,Month-to-month,Credit Card,No,0,Yes
C47026,44,2987,131428,Month-to-month,UPI,Yes,0,No
C47027,2,2629,5258,Two year,Credit Card,Yes,1,No
C47028,51,1861,94911,Two year,Cash,Yes,0,Yes
C47029,26,3967,103142,Two year,Net Banking,No,0,No
C47030,13,3867,50271,Month-to-month,UPI,No,0,No
C47031,53,627,33231,One year,Net Banking,No,0,Yes
C47032,11,872,9592,Month-to-month,Net Banking,Yes,0,No
